https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/type,category,local_path
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-08-2017_stoneislandjunior_patchlogobeanie_bluette_6716-no6a6-v0022_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-08-2017_stoneislandjunior_patchlogobeanie_red_6716-no6a6-v0010_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2016_flagstuff_boxlogobeanie_black_2016aw-fs-61-bk_eh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2016_flagstuff_sunrisebeanie_black_2016aw-fs-62-bk_sp_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2017_snsherning_doublehat_overcastgrey_530-ha2-u9554_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2017_snsherning_doublehat_royalnavy_530-ha2-u2511_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2017_sophnet_logoknitbeanie_black_soph-178111-bk_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2017_sophnet_logoknitbeanie_grey_soph-178111-gy_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-10-2017_sophnet_logoknitbeanie_navy_soph-178111-ny_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-11-2017_wtaps_blackwatchbeanie_charcoal_172madt-ht04-ch_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-11-2017_wtaps_blackwatchbeanie_olivedrab_cj_2x.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/17-12-2016_ami_woolbeanie_navy_bsrk30-01-410_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-05-2017_neilbarrett_hashtagbeanie_black_pbcp182e-f9408-524_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-07-2017_folk_signalbeanie_black_fm375a-blk_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-07-2017_folk_signalbeanie_ecru_fm375a-ec_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-07-2017_folk_signalbeanie_navy_fm375a-ny_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-07-2017_fredperry_2tonecottonbeanie_black_c2100-102_hh_1_4.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-07-2017_fredperry_2tonecottonbeanie_huntinggreen_c2100-408_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-08-2016_armorlux_heritageplainbeanie_richnavy_jtl_2.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-08-2016_armorlux_heritageplainbeanie_slate_jtl_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-09-2017_poloralphlauren_merinowoolbeanie_fawngreyheather_710568980016_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/18-09-2017_poloralphlauren_merinowoolbeanie_hunternavy_710568980002_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/19-11-2016_neighborhood_jeepbeanie_olivedrab_162funh-ht01-od_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-07-2017_woodwood_henryribbeanie_greymelange_11730809-4068-gm_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-07-2017_woodwood_henryribbeanie_navy_11730809-4068-ny_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-09-2017_woodwood_geraldbeanie_darkgreen_11730812-4068-dg_eh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-10-2017_chamula_doublecuffbeanie_ecru_chc36-ec_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-10-2017_chamula_doublecufffairislebeanie_black_chc05-09p_ja_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-10-2017_chamula_doublecufffairislebeanie_ivory_chc05-06p_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/20-11-2017_pumaxxo_beanie_pumablack_021613-02_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-07-2017_thenorthface_saltydogbeanie_black_t0a6w3jk3_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-07-2017_thenorthface_saltydogbeanie_darkeggplant_t0a6w3whk_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-07-2017_thenorthface_saltydogbeanie_graphitegrey_t0a6w3lgl_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-07-2017_thenorthface_saltydogbeanie_newtaupe_t0a6w3wmu_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-07-2017_thenorthface_saltydogbeanie_urbannavy_t0a6w3h2g_ja_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-07-2017_thenorthface_saltydogbeanie_vintage_t0a6w3wtd_ja_1x.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-08-2017_fjallraven_byronhat_black_77388-550_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-08-2017_fjallraven_byronhat_darknavy_77388-555_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-08-2017_fjallraven_byronhat_darkolive_77388-633_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-08-2017_fjallraven_byronhat_graphite_77388-031_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-09-2017_moncler_grenobleribbeanie_navy_00259-00-04761-742_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-10-2017_aimeleondore_wafflestitchbeanie_charcoal_s00401_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-10-2017_aimeleondore_wafflestitchbeanie_grey_s00400_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-10-2017_aimeleondore_wafflestitchbeanie_navy_s00403_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-10-2017_aimeleondore_wafflestitchbeanie_olive_s00402_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/21-11-2017_stussy_basiccuffbeanie_greyheather_132861-ghea_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_arcticdisctoque_black_5350m-61_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_arcticdisctoque_irongrey_5350m-699_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_arcticdisctoque_navy_5350m-67_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_merinobeanie_black_5210m-61_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_merinobeanie_irongrey_5210m-699_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_merinobeanie_militarygreen_5210m-49_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_merinobeanie_navy_5210m-67_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_canadagoose_merinobeanie_red_5210m-11_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-08-2017_hellyhansen_knittedbeanie_navy_67752_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-09-2016_chamula_doublecuffbeanie_pearlgrey_chc36-02p_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-09-2016_inverallan_aranhat_heathergrey_inv-aranhat-hg_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-09-2016_inverallan_aranhat_natural_inv-aranhat-nt_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-09-2016_inverallan_aranhat_navy_inv-aranhat-ny_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-10-2017_barbour_xwoodwoodhat_navy_mha0456ny11_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-12-2015_mki_merinobeanie_black_amc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-12-2015_mki_watchcap_black_amc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/23-12-2015_mki_watchcap_navy_amc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-06-2017_barbour_lambswoolwatchcap_black_mha0394bk11_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-06-2017_barbour_lambswoolwatchcap_clayred_mha0394re51_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-06-2017_barbour_lambswoolwatchcap_grey_mha0394gy51_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-06-2017_barbour_lambswoolwatchcap_navy_mha0394ny92_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-06-2017_barbour_lambswoolwatchcap_olive_mha0394ol51_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-10-2017_poloralphlauren_knittedhat_multi_710682837001_hh_1_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-11-2017_nikelabxrt_beanie_black_943081-010_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-11-2017_nikelab_nswessentialbeanie_black_sail_922172-010_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/24-11-2017_nikelab_nswessentialbeanie_greyheather_sail_922172-050_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-03-2017_fcrealbristol_coolmaxemblemknitcap_grey_fcrb-170060-gr_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-03-2017_fcrealbristol_coolmaxemblemknitcap_navy_fcrb-170060-nv_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansylfacebeanie_black_27a173-900_cw_1x.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansylfacebeanie_bottlegreen_27a173-390_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansylfacebeanie_burgundy_27a173-479_mb_1_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansylfacebeanie_charcoalmelange_27a173-604_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansylfacebeanie_navy_27a173-885_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansylfacebeanie_palepink_27a173-418_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansywfacebeanie_dustypink_173173-416_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_acnestudios_pansywfacebeanie_mossgreen_173173-380_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_savekhaki_anchorwatchcap_navy_sk110-a-ny_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_savekhaki_mapwatchcap_black_sk110-m-bk_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_savekhaki_mapwatchcap_navymarl_sk110-m-ny_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-08-2017_savekhaki_whalewatchcap_charcoal_sk110-a-ch_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-10-2017_woodwood_geraldtallbeanie_black_10000812-4068-bk_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-10-2017_woodwood_geraldtallbeanie_camel_10000812-4068-cm_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/25-10-2017_woodwood_geraldtallbeanie_greymelange_10000812-4068-gy_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/26-05-2017_givenchy_leatherpatchlogobeanie_black_17f9684-984-001_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/26-05-2017_glasgowgivenchy_usaknittedbobblehat_black_red_17f9673-983-001_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/26-06-2017_thombrowne_merinoarancablehat_lightgrey_mkh019a-00014-055_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/26-10-2017_woodwood_geraldbeanie_red_11730812-4068-rd_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-02-2017_sophnet_knitcap_black_soph-170115-bk_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-02-2017_sophnet_knitcap_khaki_soph-170115-kh_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-02-2017_sophnet_knitcap_navy_soph-170115-nv_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-02-2017_sophnet_knitcap_pink_soph-170115-pk_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-06-2017_cpcompany_logobeanie_caviar_03cmac182a-003321a-999_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-06-2017_cpcompany_logobeanie_darkolive_03cmac182a-003321a-679_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-06-2017_cpcompany_logobeanie_metalgrey_03cmac182a-003321a-939_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-06-2017_cpcompany_logobeanie_totaleclipse_03cmac182a-003321a-888_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-07-2017_universalworks_beanie_aranlambswoolfleck_17408-ar_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-07-2017_universalworks_beanie_camellambswoolfleck_17408-cm_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-07-2017_universalworks_beanie_charcoallambswoolfleck_17408-ch_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-07-2017_y3_classiclogobeanie_solidgrey_cd4761_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-10-2017_visvim_knitbeanie_black_0117203003024-bla_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-10-2017_visvim_knitbeanie_burgundy_0117203003024-bur_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-10-2017_visvim_knitbeanie_navy_0117203003024-nav_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/27-10-2017_visvim_knitbeanie_olive_0117203003024-oli_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-07-2017_oliverspencer_arburyhat_cablegrey_osma515-cab01gry_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-07-2017_oliverspencer_arburyhat_cablenavy_osma515-cab01nav_th_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-09-2017_stussy_stockfa17cuffbeanie_blue_132851-blue_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-09-2017_stussy_stockfa17cuffbeanie_olive_132851-oliv_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-09-2017_stussy_watchfa17capbeanie_olive_132853-oliv_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-09-2017_stussy_watchfa17capbeanie_tan_132853-tann_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-10-2017_wtaps_beanie02_charcoal_172madt-ht02-ch_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-10-2017_wtaps_beanie02_greige_172madt-ht02-gg_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-10-2017_wtaps_beanie02_navy_172madt-ht02-ny_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/28-10-2017_wtaps_beanie02_olivedrab_172madt-ht02-od_cw_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-03-2017_headporter_pluswatchcap_navy_hpp-9325-ny_sp_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-03-2017_neighborhood_jeepbeanie_reshot_navy_162funh-ht01-ny_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-06-2017_thombrowne_merinoarancablehat_navy_mkh019a-00014-415_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2016_beamsplus_woolwatchcap_navy_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2016_beamsplus_woolwatchcap_olivedrab_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2016_beams_pluswoolwatchcap_grey_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2016_howlin_junglejazzhat_astralmix_jtl_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2016_howlin_outofthebluehat_silver_mb_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_black_n0ygse-041_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_charcoal_n0ygse-197_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_greyheather_n0ygse-160_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_navy_n0ygse-176_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_olive_n0ygse-gc2_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_orange_n0ygse-a51_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_red_n0ygse-r66_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-08-2017_napapijri_semiuryhat_royal_n0ygse-ba1_sh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/29-09-2017_nigelcabournxpeakperformance_woolbeanie_2akrafnavy_g59472009-rfny_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/30-06-2017_y-3_classiclogobeanie_black_cd4767_tc_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-05-2017_stoneisland_lambswoolbeanie_avioblue_6715-n26a7-v0024_mg_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-05-2017_stoneisland_lambswoolbeanie_marine_6715-n26a7-v0028_jtl_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-07-2017_patagonia_fishermanbeanie_gladesgreen_29105-gldg_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-07-2017_patagonia_fishermanbeanie_navyblue_29105-nvyb_ah_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-08-2017_adidas_logobeanie_ashpink_br2772_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-08-2017_adidas_logobeanie_iceypink_br2605_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-08-2017_adidas_logobeanie_navy_br2614_cj_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-10-2017_kenzo_tigerbeanie_black_f768bu105fka-99_hh_1.jpg
hats_style,beanie,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/beanie/31-10-2017_kenzo_tigerbeanie_greymelange_f768bu105fka-97_hh_1.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/01-02-2016_woodwood_buckethat_navy_am_1.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/01-04-2015_woodwood_buckethat_blacknavy_1_dl.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/01-05-2015_-adidasxpalace_buckethat_reflectivegrey_1_jtl.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/01-05-2015_-adidasxpalace_buckethat_reflectivegrey_4_jtl.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/04-03-2017_orslow_us-navalbuckethat_denim_sp_1.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/06-02-2016_engineeredgarments_buckethat_navydolphinprint_hh_1.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/06-03-2015_neighborhood_bbcap_camo_1_am.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/06-05-2015_sasquatchfabrix_sfbuckethat-black_1_1.jpg
hats_style,bucket,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/hats_style/bucket/06-12-2017_reebok_clvectorbuckethat_black_bj9141_hh_1.jpg
